case_id,description,Intersection_num,case_no.,unit_1_direction,unit_1_movement,unit_2_direction,unit_2_movement,unit_at_fault,crash_type
16-067184,"1100 N. Yarbrough is a 6 lane, 2 way roadway, divided.by a
protected.median that travels North and South bound. Unit 2 was
traveling northbound in the outside lane. Unit 1 was exiting a
private drive, traveling west bound. Unit 1 was partially in the
roadway at the time of impact. Unit 2 stated she had.proceeded
through a green light when she struck unit 1. Unit 1 claimed she
ad a green light prior to entering the roadway, but upon
investigation officers were able to determine Unit—1 was in
another Enter/Exit way of the private drive that is away from
signal lights. Unit 17s driver complained of head and.back pain
and.was transported to UMC by EMS. No reported.witnesses.",9,442,WB,TH,NB,TH,unit 1,right angle
16-029090,"1100 YARBROUGH RUNS NORTH AND SOUTH AND IS A.TWO WAY SIX LANE
ROADWAY DIVIDED BY.A RAISED MEDIAN WITH A.MANDATORY LEFT TURN
LANE WHICH INTERSECTS WITH 10500 VISTA DEL SOL THAT RUNS EAST
* I WEST. UNIT #2 WAS TRAVELING NORTH ON YARBROUGH IN THE
IATORY LEFT TURN LANE AND CAME TO A.STOP DUE TO THE TRAFFIC
CONTROL SIGNAL LIGHT CHANGING FROM YELLOW TO RED. UNIT #1 WAS
* SO TRAVELING NORTH ON YARBROUGH IN THE MANDATORY LEFT TURN
LANE AND FAILED TO CONTROL SPEED AT WHICH POINT IT STRUCK UNIT
#2 FROM BEHIND. NO INJURIES OR WITNESSES WERE REPORTED.AT THE
SCENE.",9,443,NB,TH,NB,TH,unit 1,rear end
16-014230,"The 1200 block of Yarbrough is 2-way, 5—lane roadway that
travels North/South. The 10600 block of Vista Del Sol is a 2
—way, 5—lane roadway that travels East/West. Unit 1 and Unit 2
ere traveling north on Yarbrough when the collision occurred.
The driver of Unit 2 stated she was traveling north on Yarbrough
in the far left lane and'was stopped at the red light, with Unit
1 stopped in the middle lane also traveling north. The driver of
nit 1 stated.when the light turned green, both vehicles move
forward. The driver of Unit 2 stated Unit 1 entered her lane and
collided with her vehicle. The driver of Unit 2 stated Unit 1
did not stop, and she followed Unit 1 to 10605 Cuatro Vistas #A,
here the driver of Unit 1 parked the vehicle and took off
running. The officers could not locate the driver of Unit 1.
There were no injuries reported. The driver of Unit 1 provided
the name and number of Witness “Joey” 915-472-9094. The officers
called witness ""Joey’:multiple times but met with negative
contact. Unit 1 was impounded and held for STI.",9,444,NB,TH,NB,TH,unit 1,side swipe
17-328029,"1201 YARBOUGH IS A.5LN/2WAY ROADWAY (N/S) WITH A.MANDATORY LEFT
TURN LANE. 10501 VISTA DEL SOL IS A.4LN/2WAY ROADWAY DIVIDED BY
* MANDATORY LEFT TURN LANE. UNIT #1 WAS TRAVELING SOUTH ON
ARBROUGH ON THE RIGHT LANE. UNIT #2 WAS TRAVELING WEST BOUND

ON THE RIGHT LANE. UNIT #1 DRIVER STATED THAT SHE ENTERED THE
INTERSECTION NOT PAYING.ATTENTION TO THE RED LIGHT AND HER

HICLE WAS STRUCK BY UNIT #2. UNIT #2 DRIVER STATED THAT HE

.AS STOPPED AT THE INTERSECTION WAITING FOR THE GREEN LIGHT.

IT #2 DRIVER THAT THE LIGHT TURNED GREEN AND HE CROSSED THE
INTERSECTION. UNIT #2 DRIVER THEN STATED THAT UNIT #1 CROSSED
HIS PATH AND STRUCK HIS VEHICLE. UNIT #1 SUSTAINED BACK LEFT
CORNER DAMAGE AND UNIT #2 SUSTAINED FRONT BUMPER DAMAGE THERE

RE NO INJURIES OR WITNESSES REPORTED.",9,445,SB,TH,WB,TH,unit 1,right angle
17-205225,"wriver of Unit 2 came in to the PHRC COLLISION REPORTING CENTER
and stated that on the listed date and time at the address of
occurrence Unit 2 was stopped and'was rear ended.by Unit 1.
""river of Unit 2 stated that the 3 passengers in Unit 2 had to
go to Urgent Care to bee seen as they were all complaining of
pain. No witnesses reported. Driver of Unit 2 presented
pictures of the damage to both vehicles. The airbags in Unit 1
deployed and'were cut off by Driver of Unit 1.",9,446,NB,TH,NB,TH,unit 1,rear end
17-198116,"Driver of unit 2 advised that
she was driving Northbound on Yarbrough Dr and'was making a left
turn onto Vista del Sol Dr on the outer left turn lane, when

nit 1 who was making the same left turn on the inner left lane,
drove straight instead of turning and crashed into unit 2.
""river of unit 2 advised that the damage to unit 2 was to the
rear bumper and the left back quarter. Driver of unit 2 advised
that the damage to unit 1 was to the front bumper. Information
as exchanged.by both drivers at the scene. Report is being
filed for insurance purposes",9,447,NB,TH,NB,LT,unit 1,rear end
17-062165,"Passenger of Unit 2 came in to the PHRC CRC and stated that on
the listed date and time at the address of occurrence Unit 2 was
stopped'waiting to merge right onto Yarbrough and she saw Driver
of Unit 1 texting and not paying attention and Unit 1 rear ended
nit 2 on the back right. Passenger in the back seat of Unit 2
is complaining of pain to his back but refused EMS at the scene.
Io witnesses reported.",9,448,WB,TH,WB,LT,unit 1,rear end
17-045039,"1200 N. Yarbrough is a 6 lane roadway with 3 lane south bound
also having a mandatory left turn lane and 2 lanes north bound,
divided.by a raised.median. Unit 1 was south bound on the 3rd
lane and failed to control speed hitting the rear of unit 2
causing damage to both unit. Driver of unit 1 stated that driver
of unit 2 stopped for a traffic light once the light turned
ellow. Driver of unit 1 stated that she was unable to slow
down. Passenger of unit 2 was complaining of a headache however
refused.medical treatment. No other involved.parties were
complaining of an injuries. No independent witnesses.",9,449,SB,TH,SB,TH,unit 1,rear end
17-043091,"1200 H. Yarbrough at the point of the collision has 4 lanes going

    
 

3? Vehicle Defects [lnves

FA CT ORS &
CONDITION

northbound and 4 southbound. with a mandatory left turn lane in each
direction. 10600 Tista Del Sol is a 6 Lane/ 2-way roadway that runs
last and Westbound. Driver—1 from.Unit 1 stated she was traveling
north on 1100 block of Yarbrough in the center lane as she came into the
intersection. Driver—1 stated she didn't recall if the traffic signal

as green or red. She stated that she only remembered the impact which
caused unit 1 to spin and impact a light pole. Unit 2, Driver 2
stated he was traveling west on Vista del Sol in the center lane as he
approached the intersection. Driver-2 stated he had a green light and
proceeded through the intersection. Driver-2 said that he abruptly saw

nit—1 cross his lane of travel and was unable to avoid a collision..as
a result Unit—2 front end struck Unit—1's right panel causing her to
spin out of control. Unit-1's left back quarter panel then collided

ith the signal light pole which broke off its base and fell on the roof
of Unit-3. Officer Ledesma spoke with Driver-3 of Unit-3 who could not

ecall the chain of events. Driver—3 stated that he only recalled
stopping at the intersection and feeling the impact of the signal light
on the roof of his vehicle. Officer Ramirez then spoke with the

E
E
5..
o
o
2
E.
E
E
E
2

itness. The witness stated he was stationary in the left turn lane
acing east on Vista Del Sol when unit 1 failed to come to a comlete
stop and ran the red light. The witness stated that he observed Unit 2‘s
ront end strike unit 1‘s right panel causing unit 1 to spin 180
degrees. The momentum.caused Unit—1's back left quarter panel to collide
ith the signal light pole knocking it over onto unit 3. It is Officer
H. Ramdrea's investigative opinion that Driver-1 was at fault for
causing the collision by committing a red light violation. The driver
rmm unit 1 was cited for the violation. None of the drivers or
occupants complained of any injuries at the scene,",9,450,NB,TH,WB,TH,unit 1,right angle
17-040119,"-1 DRIVER STATES HE WAS TRAVELING NORTHBOUND ON YARBROUGH FAR
RIGHT LANE TO MAKE A RIGHT TURN ONTO VISTA DEL SOL. DRIVER OF U
-1 STATES HE HAD A GREEN LIGHT AND MADE THE TURN, WHEN U-2 WHO
AS TRAVEING SOUTHBOUND DOWN YARBROUGH, ALSO WAS MAKING A TURN
* I BOTH UNITS HIT. NO WITNESS (ES) NO ON SCENE INVESTIGATION.
REPORT IS BEING GENERATED FOR INSURANCE PURPOSES. U-1 DRIVER WAS

ABLE TO PROVIDE ANY OTHER INFORMATION ON U-2 DRIVER",9,451,NB,LT,SB,LT,unknown,side swipe
17-034266,"The 1100 block of Yarbrough is a 4 lane north/south roadway

hich intersects with the 10600 block of Vista Del Sol. Unit—01
as in the mandatory left turn south bound lane. Unit—02
proceeded through the intersection with the solid green traffic
control arrow. Unit—01 was traveling north bound in the number
2 lane. Unit—01 proceeded through the intersection while the
north bound traffic control light was red. Unit—01 then collided
ith Unit—02. Both drivers of Unit—01 and Unit—02 were treated
at the scene by EMS personnel. All involved.parties refused to
he transported to a local hospital. No citations were issued.",9,452,NB,TH,EB,TH,unit 1,right angle
17-005174,"river of unit 2 contacted the Telephone Reporting Unit to
advise of the following accident that occurred on 12/31/2016 at

1300hrs on Vista Del Sol Dr right at the corner of Vista Del Sol
Mr and N Yarbrough Dr SE, in El Paso, Texas. Driver of unit 2
advised that she was driving Eastbound on Vista Del Sol Dr on
the middle lane and that unit 1 was just in front of unit 2 also
going Eastbound on Vista Del Sol Dr. Driver of unit 2 stated
that unit 1 came to a complete stop at a red light at the listed
corner and then unit 1 rolled.back and crashed into unit 2.

nit 1 which hit unit 2 with its hingeball. Both drivers
exchanged information and Driver of unit 2 is filing this report
for insurance purposes.",9,453,EB,TH,EB,TH,unit 1,backing vehicle
17-004099,"1200 Yarbrough runs north and south and is a two way four lane
roadway divided.by a raised.median with mandatory left and right
turn lanes which intersects with 10500 Vista Del Sol. Unit #2

as traveling south on Yarbrough in the left lane and'was
slowing down due to heavy traffic ahead. Unit #1 was also
traveling south on Yarbrough in the left lane and failed to
control speed at which point it struck Unit #2 from behind. No
injuries or witnesses were reported at the scene.",9,454,SB,TH,SB,TH,unit 1,rear end
16-350222,"1300 YARBROUGH IS A 2-WAY DIVIDED ROADWAY ‘WITH 3-LANES NORTH AND
3-LANES SOUTHBOUND. UNIT-2 WAS STOPPED AT A RED LIGHT IN THE
LEFT LANE OF 1300 YARBOUGH NORTHBOUND. UNIT-1 WAS TRAVELING

I ORTHBOUND IN THE LEFT LANE OF YARBROUGH, FAILED TO CONTROL
SPEED AND COLLIDED WITH UNIT-2. NO INJURIES WERE REPORTED.
RIVER-1 WAS CITED FOR THE LISTED VIOLATION.",9,455,NB,TH,NB,TH,unit 1,rear end
16-298225,"10600 Vista Del Sol is a four lane roadway divided.by two solid
ellow lines with a mandatory left turn lane that travels
estbound and Southbound. 1100 Yarbrough is a five lane roadway

divided.by a raised.median with a mandatory left and right turn

lane that travels Southbound and Northbound. Driver of Unit 2

stated he was traveling Westbound on Vista Del Sol in the center

lane and turning Southbound onto Yarbrough. Driver of Unit 2

stated Unit 1 made a wide left turn, subsequently colliding with
nit 2. Driver of Unit 1 stated she was traveling Westbound on
ista Del sol in the mandatory left turn lane and turning

Southbound onto Yarbrough. Driver of Unit 1 stated she turned

Southbound on Yarbrough in the left lane when Unit 2 collided
ith her vehicle. There were no reported injuries. Wi—01

stated he observed Unit 1 and Unit 2 collide but could not
erify how the impact occurred_",9,456,WB,LT,WB,LT,unknown,unknown
16-277123,"river of U—1 called the Telephone Reporting Unit to report a
crash on the listed date and time. Driver of U—1 stated that she
as on Vista Del Sol Dr. headed'west and on the far right lane

at the intersection of Vista Del Sol Dr. and N. Yarbrough Dr.
wriver of U—1 stated that Driver of U—2 was on Vista Del Sol Dr.
eaded east and on the second left turning lane (center lane).
""river of U—1 stated that she made a complete stop and looked to
the left and did not see any traffic and.proceeded forward; but
ﬂriver of U—2 was making the left turn from.Vista Del Sol Dr.
onto Yarbrough Dr. and Driver of U—1 crashed U—2. Driver of U—1
did not recall if she had a red or green light. Driver of U—1
stated that there were no injuries to report. Driver of U—1 was
given a report number.",9,457,WB,TH,EB,LT,unknown,side swipe
16-265160,"THE 1100 BLOCK OF YARBROUGH IS A FIVE LANE ROADWAY THAT TRAVELS
I ORTH AND SOUTH BOUND WITH A MANDATORY LEFT AND RIGHT TURN AND
HAS A RAISED MEDIAN. UNIT TWO WAS STOPED AT A RED LIGHT IN THE
LEFT LANE FACING NORTHBOUND ON YARBROUGH. UNIT TWO DRIVER THAT
IT ONE DRIVER WAS BEHIND HER AND WHEN UNIT ONE MOVED TO THE
LEFT (MANDATORY LEFT TURN LANE) UNIT ONE COLLIDED INTO UNIT TWO.
IT ONE THEN PROCEEDED INTO THE MANDATORY LEFT TURN LANE AND
I * E A U-TURN AND LEFT THE SCENE ",9,458,NB,LT,NB,TH,unit 1,rear end
16-238166,"10400 BLOCK OF VISTA DEL SOL IS A.FIVE LANE ROADWAY TRAVELS
EAST/WEST BOUND WITH A.MANDATORY LEFT TURN LANE WHEN TRAVELING
EAST BOUND WITH AN OPTIONAL LEFT TURN LANE. UNIT 2 WAS TRAVELING
EAST BOUND IN THE OUTSIDE LANE. UNIT 1 WAS BEHIND UNIT 2. UNIT 1
""RIVER ADVISED UNIT 2 WENT FORWARD AND THEN STOPPED. UNIT 1
""RIVER ADVISED SHE WAS UNABLE TO STOP AND STRUCK UNIT 2. UNIT 2
""RIVER ADVISED.AS HE DROVE FORWARD UNIT 1 STRUCK HIS VEHICLE. NO
INJURIES AND POSSIBLE INJURIES TO UNIT 2 PASSENGER.",9,459,EB,TH,EB,TH,unit 1,rear end
16-181190,"1200 N. YARBROUGH DRIVE IS A TWO-‘WAY, SEVEN-LANE ROADWAY THAT
TRAVELS NORTH TO SOUTH AND IT IS DIVIDED BY A MEDIAN. DRIVER OF
-1 STATED THAT SHE WAS TRAVELING NORTH ON YARBROUGH ON THE
CENTER LANE. DRIVER OF U-1 ADVISED THAT DRIVER OF U-2 SUDDENLY
STOPPED FOR A RED LIGHT BEFORE THE INTERSECTION. DRIVER OF U-1
VISED THAT SHE COULD NOT STOP ON TII~’.IE AND SHE COLLIDED FRONT
END DISTRIBUTED ON THE REAR DISTRIBUTED OF U-2. DRIVER OF U-1
STATED THAT AFTER SHE COLLIDED ONTO U-2,DRIVER OF U-3 COLLIDED
FRONT END ONTO THE REAR END OF U-1. U-1 SUSTAINED VERY MINOR

g AMAGE TO THE REAR HER VEHICLE. DRIVER OF U-1 ADVISD THAT THE
E OCCUPANTS IN U-2 DID NOT EXIT THEIR VEHICLE TO SEE WI-IAT KIND OF
‘I: AMAGE U-2 SUSTAINED. DRIVER OF U-2 CONTINUED TO GO NORTH ON
ARBROUGH. DRIVER OF U-1 ADVISED THAT SHE PULLED INTO THE

INERSCHITZEL PARKING LOT TO WAIT FOR U-3. DRIVER OF U-1

VISED THAT DRIVER OF U-3 STATED THAT HIS VEHICLE DID NOT HAVE
* DAMAGE TO THE FRONT OF HIS VEHICLE AND AND HE FLED THE
SCENE. . THERE ‘WERE NO REPORTED INJURIES NOR ‘WITNESSES.",9,460,NB,TH,NB,TH,unit 1,rear end
16-152134,"10500 Vista Del Sol runs east and'west is a two way four lane
roadway divided.by double yellow lines with a mandatory left
turn lane which intersects with 1100 Yarbrough which runs north
and south. Unit #2 was traveling east on Vista Del Sol in the
right lane and'was proceeding through on a green traffic control
signal light. Unit #1 was also traveling east on Vista Del Sol
in the right lane and failed to control speed at which point it
struck Unit #2 fronibehind. No injuries or witnesses were
reported at the scene.",9,461,EB,TH,EB,TH,unit 1,rear end
16-110022,"1100 Yarbrough is a 6 lane, two way roadway divided.by an
nprotected.median that travels Northbound and Southbound. 10500
ista Del Sol is a 4 lane, two way roadway divided.by a two way

left turn lane that travels Eastbound and'Westbound. Unit 2 was

traveling Northbound on the inside lane of 1100 Yarbrough. Unit

1 was traveling Southbound on the middle lane of 1200 Yarbrough.
nit 2 had a green light at the intersection of Yarbrough and
ista Del Sol and continued straight into the intersection. Unit

1 turned Eastbound onto Vista Del Sol from.the middle lane where

a left turn is not permitted. Unit 1 and Unit 2 collided at the

intersection. The driver of Unit 1 was transported.by Fire

Iedical Services to Del Sol Medical Center due to a small

laceration on his forehead. The driver of Unit 2 was not

injured. The driver of Unit 1 was not cited due to the fact that
e was receiving medical treatment for the laceration on his
forehead. There were no reported witnesses.",9,462,SB,LT,NB,TH,unit 1,left turn
19-206192,"1200 Yarbrough is a four lane roadway for north and south bound
traffic, divided.by raised center median. 10500 Vista Del Sol is
a four lane roadway for east and'westbound traffic. Unit #1 was

IEIEE3 CHM-‘G55

 

ea
3
o
‘G
E

CONDITIONS

 

traveling eastbound on Vista Del Sol in the mandatory inner left
lane, attempting to turn into Yarbrough. Unit #2 was traveling
eastbound on Vista Del Sol in the outer left lane, attempting to
turn into Yarbrough. The driver of Unit #2 stated that he was
traveling eastbound on Vista Del Sol in the outer left turn
lane, attempting to turn into Yarbrough when was struck by Unit
#1, who turn into wrong lane in the process. The driver of Unit

#
subsequently striking Unit #2 in the process. The driver of Unit

#2 stated that he and the driver of unit #1 had exchanged the
insurance information. Officers contacted the driver of Unit #1

2 stated that Unit #1 did not turn into inner lane (proper),

ia cell phone, who advised that she was traveling eastbound on
ista Del Sol in the inner lane, attempting to turn into
arbrough, when made improper turn into outer lane, subsequently
striking Unit #2 in the process.The driver of Unit #1 left eh
scene prior to officers arrival. The officers would have issued

5
E
5..
o
o
2
E.
E
E
E
2

the driver a citation for improper left turn causing accident.

ile making phone contact with the Driver of Unit #1 the
officers obtained all necessary information. There were no
reported injuries or witnesses.",9,463,EB,LT,EB,LT,unit 1,side swipe
19-192060,"The 1100 block of N. Yarbrough is a two—way street with a

IEIEE3 CHM-‘G55

 

ea
3
o
‘G
E

CONDITIONS

 

protected.medium, 2 lanes going north with one mandatory right
lane and a mandatory left lane, and 3 lanes going south. U2 was
travelling north on Yarbrough on the far right lane next to the
right turn only lane, and U1 was travelling on the right turn
only lane. Both were at the lights at the same time, and when
the light turned green, U2 went straight and U1 failed to make
the mandatory right turn, went straight instead, and hit U2 on
the right damaging his right front bumper and right front
quarter panel. No on sight investigation was conducted. U2 was
assigned a case number.",9,464,NB,TH,NB,TH,unit 1,side swipe
19-168124,"The 1100 block of Yarbrough drive and the 10600 block of Vista
mel Sol is a four way intersection. Driver of unit 2 stated that

IEIEE3 CHM-‘G55

 

ea
3
o
‘G
E

CONDITIONS

 

she was traveling north on Yarbrough in the middle lane, she was
a stop at the red light on Vista Del Sol when she felt a hit
frontbehind , as she was looking back to see what happen she saw
nit 1 move back and then try to turn but hit unit 2 again in
the rear end.bumper. Unit 1 fled the scene. No on scene
investigation. No witness. No injuries. Case Number was issued
",9,465,NB,TH,NB,TH,unit 1,rear end
19-052079,"The 1200 block of Yarbrough is a six laned divided roadway with

IEIEE3 CHM-‘G55

 

ea
3
o
‘G
E

CONDITIONS

 

a raised.median. With four lanes traveling in a southbound
direction and two lanes traveling in a northbound direction. The
driver of Unit 2 stated that she was on the number 4 lane
southbound, stationary due to a red light at the intersection
hen she was struck from behind by Unit 1. The driver of unit 2
did complain of neck pain at the scene ",9,466,SB,TH,SB,TH,unit 1,rear end
19-030144,"THE 1300 BLOCK OF YARBROUGH IS A FIVE LANE ROADWAY THAT TRAVELS
I ORTH AND SOUTH BOUND WITH A MANDATORY LEFT TURN LANE AND HAS A
RAISED MEDIAN. UNIT ONE WAS ON THE 10500 BLOCK OF VISTA DEL SOL
(EAST BOUND) IN THE MANDATORY LEFT TURN LANE. UNIT TWO WAS ALSO
ON VISTA DEL SOL IN THE SECOND LANE WHICH YOU CAN TURN LEFT OR
PROCEED EAST BOUND. UNIT ONE MADE A LEFT TURN FROM VISTA DEL SOL
ONTO YARBROUGH NORTH BOUND. UNIT ONE DRIVER STATED THAT SHE DID
I OT SEE WHERE UNIT TWO CAME FROM WHEN THEY COLLIDED. UNIT ONE
RIVER DID NOT COMPLAIN OF ANY INJURIES. UNIT TWO DRIVER MADE
THE LEFT TURN ONTO YARBROUGH NORTH BOUND AND UNIT ONE WAS TO THE
5 LEFT OF HIM. UNIT TWO DRIVER STATED THAT UNIT ONE MADE HER TURN
TO WIDE MOVING OVER TO HIS LANE AT WHICH TIME UNIT ONE COLLIDED
C3 INTO UNIT TWO. UNIT TWO DRIVER COMPLAINED OF PAIN TO HIS LEFT

ct SHOULDER BUT REFUSED EMS TRANSPORT. NO WITNESSES AT THE SCENE.
Lu OFFICER CASILLAS OBSERVED DEBRIS FROM THE ACCIDENT LOCATED IN

:1; THE RIGHT LANE OF YARBOUGH GOING NORTH BOUND. THE DEBRIS WAS

E FROM UNIT ONES VEHICLE.",9,467,EB,LT,EB,LT,unknown,side swipe
18-329032,"The 1200 block of Yarbrough is a. 6 lane marked roadway with -*-1

IEIEE3 CHM-‘G55

 

ea
3
o
‘G
E

CONDITIONS

 

lanes traveling southbound and 2 lanes traveling northbound
divided.by a raised divider. The driver of Unit 2 stated that

e was at a complete stop on the number 2 lane of the 1200 block
of Yarbrough southbound just before the intersection of Vista
wel Sol and Yarbrough waiting for the signal light to turn
green. The driver of Unit 2 stated that the light turned green
and was about to start traveling when Unit 2 collided into his
ehicle from.the rear. The driver of Unit 1 stated that the
driver and.passenger of Unit 1 then fled the scene on foot. Unit
1 was impounded.pending the investigation.",9,468,SB,TH,SB,TH,unit 1,rear end
18-317098,"The 1100 block of N. Yarbrough Dr. which is a eight lanes, both

north / south bound traffic, and.both a mandatory left and right
turn lane; intersects with Vista del Sol Dr. which runs east and

IEIEE3 CHM-‘G55

 

ea
3
o
‘G
E

CONDITIONS

 

est bound traffic and has both mandatory left and right turning
lanes. U—2 is on N. Yarbrough Dr. headed north bound and on the
left lane to go straight and U—1 is on Vista Del Sol Dr. headed
est. U—2 had the green light and he proceeded forward, Unit 1
collided'with right side doors and rear quarter panel, causing U
-2 to spin in the middle of intersection. U—1 collided Unit 2 by
nknown driver and left the scene. U—2 stated that two people in
anther vehicle stopped and are witness to the collision. No on
scene investigation conducted.",9,469,WB,TH,NB,TH,unit 1,right angle
18-232107,"The 1100 block of N Yarbrough Dr is a 7—lane, 2-way street
divided.by a median. Unit 2 was in the far left lane at a

IEIEE3 CHM-‘G55

 

ea
3
o
‘G
E

CONDITIONS

 

complete stop at a red light. Unit 1 approached on the right
and struck the right side View mirror, then fled the scene.",9,470,NB,TH,NB,TH,unit 1,side swipe
18-222112,"1100 Yarbrough runs north and south and is a two way six lane

IEIEE3 CHM-‘G55

 

ea
3
o
‘G
E

CONDITIONS

 

roadway divided.by a raised.median with mandatory left turn
lanes which intersects with a private drive. Unit #2 was
traveling north on Yarbrough in the left lane and'was at a stop
at the intersection on a red traffic control signal light. Unit
#1 was also traveling north on Yarbrough in the left lane and it
failed to control speed.at which point it struck Unit #2 frdm
hehind. Unit #2 driver advised of injuries but refused transport
hy EMS and further advised she would seek a private doctor. No
itnesses were reported at the scene.",9,471,NB,TH,NB,TH,unit 1,rear end
18-202131,"1100 Yarbrough is a 7 lane two way roadway for traffic traveling

IEIEE3 CHM-‘G55

 

ea
3
o
‘G
E

CONDITIONS

 

north and southbound divided.by a raised center median. 10500
ista Del Sol is a 5 lane two way road'way for traffic traveling
east and'westbound.with no means of separation. Unit 2 was
traveling northbound in the center lane approaching the
intersection at 10500 Vista Del Sol. Unit 1 was traveling
eastbound on 10500 vista Del Sol approaching the intersection at
1100 Yarbrough. As unit 2 entered the intersection with a green
signal light unit 1 failed to stop at red signal light on 10500
ista Del sol causing unit 2 to collide into the left side of
nit 1 causing damages. No reported injuries. Witness: Cesar
Silva (512)-783-5238 advised he observed unit 1 fail to stop at
red signal light causing the collision.",9,472,EB,TH,NB,TH,unit 1,right angle
17-329140,"1200 Block of Yarbrough is a 6 lane 2 way roadway with 2 lanes
that travel Northbound and 4 lanes that travel Southbound, with
1 mandatory left turning lane divided.by a raised.median. 10700
ista del sol is a 5 lane 2 way roadway with 2 lanes that travel
estbound and 3 lanes that travel Eastbound.with 1 mandatory
left turn lane, divided.by double yellow lines.The driver of

nit 1 stated that she was traveling Southbound on the left lane
and did not notice that the signal light was red and.proceeded
to enter the intersection causing her to T—bone Unit 2. Damages
to Unit 1 was front end distributed ",9,473,SB,TH,EB,TH,unit 1,right angle
18-087187,"river of Unit 2 came in to the PHRC COLLISION REPORTING CENTER
and stated that on the listed date and time at the address of

occurrence Unit 2 was in the center lane to turn left onto

IEIEE3 CHM-‘G55

 

ea
3
o
‘G
E

CONDITIONS

 

arbrough and Unit 1 was in the left lane to turn left into
arbrough and.when the light turned green, both vehicles went
hut Unit 1 veered into the right lane and collided into the
front left quarter panel and corner of Unit 2. No injuries or
itnesses reported.",9,474,EB,LT,EB,LT,unit 1,side swipe
18-090097,"1200 block of Yarbrough is a 5 lane two way roadway that travels

IEIEE3 CHM-‘G55

 

ea
3
o
‘G
E

CONDITIONS

 

north and south divided.by a raised.median. Driver of Unit 2
advised that the accident had occurred on 03/30/2018 at
approximately 21:00 hours. Unit 2 was traveling south bound on
arbrough if the far right lane which is a an optional
straight/right turn lane waiting to turn right onto Vista Del
Sol. Driver of Unit 2 stated that as she was stopped.waiting to
- e her turn, Unit 1 approached from behind and struck her
ehicle causing the listed damage. Driver of Unit 2 mentioned
that she turned right onto Vista Del Sol and'was going to stop
and exchange information with Unit 1, and that is when Unit 1
drove away and fled the scene.",9,475,SB,RT,SB,TH,unit 1,rear end
18-162175,"1100 N Yarbrough is a 4 lane, 2 lanes north and 2 lanes south

IEIEE3 CHM-‘G55

 

ea
3
o
‘G
E

CONDITIONS

 

ith a mandatory left turn lane on either side and a mandatory
left turn on either side divided.by a raised.median roadway.
10600 Vista del Sol is a 4 lane, 2 lanes west and 2 lanes east
divided.by a center turn lane roadway. Unit 2 was stopped at a
red light and'was rear ended.by Unit 1. There was no visible
damage to Unit 1 and some damage to the rear of Unit 2. Driver
of Unit 1 provided.pictures of the damage. No injuries or
itnesses reported. Report done at PHRC COLLISION REPORTING
CENTER.",9,476,NB,TH,NB,TH,unit 1,rear end
18-170190,"1156 N Yarbrough Dr. is a 5 lane 2 way roadway, divided by a

IEIEE3 CHM-‘G55

 

ea
3
o
‘G
E

CONDITIONS

 

raised.median running N/S. Unit 2 was on at a full stop on the
fourth lane (from.left to right) heading North in front of the
lights that lead to the parking lot of the Burlington Factory on
1144 N. Yarbrough Dr. behind unit 3. Unit 1 rear ended unit 2,
causing unit 2 to rear end unit 3. Driver of unit 2 approached
nit 3, and'was advised she was in a hurry and did not provide
any information. Unit 2 focused on obtaining unit 1's
information. There were no injuries to report. Diagram
approximate. Case number provided.",9,477,NB,TH,NB,TH,unit 1,rear end
18-196094,"10700 BLOCK OF VISTA DEL SOL IS A FOUR LANE ROADWAY TRAVELS
EAST/‘WEST BOUND WITH A MANDATORY LEFT TURN LANE. UNIT 1 WAS
TRAVELING WEST BOUND IN THE MANDATORY LEFT TURN LANE AND UNIT 2
AS TRAVELING EAST BOUND IN THE OUTSIDE LANE. UNIT 1 DRIVER

* VISED SHE OBSERVED A TRUCK IN FRONT OF HER MAKE A LEFT TURN
INTO A PRIVATE DRIVE WITH A GREEN LIGHT AND UNIT 1 FOLLOWED.

IT 1 DRIVER ADVISED UNIT 2 STRUCK HER VEHICLE. UNIT 2 DRIVER
VISED SHE HAD A GREEN LIGHT AND WAS TRAVELING EAST BOUND WHEN
IT 1 ENTERED HER LANE. UNIT 2 ADVISED SHE ATTEMPTED TO STOP
BUT WAS UNABLE DUE TO UNIT 1 MAKING A LEFT TURN RIGHT IN FRONT

OF HER. NO WITNESS AND NO INJURIES REPORTED AT THE SCENE.
OFFICER INVESTIGATION DETERMINE THAT UNIT 1 WAS AT FAULT (FAILED
TO YIELD RIGHT A WAY TURNING LEFT) FOR THE ACCIDENT.",9,478,WB,LT,EB,TH,unit 1,left turn
